transaction_id,customer_id,transaction_date,transaction_type,transaction_amount,account_balance,created_at
4603,100360,2025-09-05,,"₹1,477",15598,2025-08-23 14:55:41
4604,100360,2025-07-23,credit,"19,138",34736,2025-09-22 14:55:41
4605,100361,2025-13-40,,2283,3641,2025-09-17 14:55:41
4606,100361,2025-11-30,debit,17822,0,2026-01-01 14:55:41
4607,100361,2025-06-30,credit,1585,0,2025-10-24 14:55:41
4608,100361,2025-04-29,credit,3557,₹0,2025-12-04 14:55:41
4609,100361,2025-01-10,credit,5487,0,2025-10-14 14:55:41
4610,100361,2025-12-19,debit,5706,0,2025-12-31 14:55:41
4611,100361,2025-12-26,debit,7461,0,2025-10-03 14:55:41
4612,100361,2025-13-40,,14590,0,2025-10-05 14:55:41
4613,100361,2025-04-08,,10069,0,2025-07-07 14:55:41
4614,100361,2025-11-12,debit,17836,0,2025-09-10 14:55:41
4615,100361,2025-08-08,,9712,₹0,2025-09-12 14:55:41
4616,100362,2025-01-11,debit,8111,18421,2025-12-27 14:55:41
4617,100362,2025-01-13,credit,15998,34419,2025-09-07 14:55:41
4618,100362,2025-03-23,,13589,34419,2026-01-05 14:55:41
4619,100362,2025-04-05,credit,10610,45029,2025-12-07 14:55:41
4620,100362,2025-05-14,,9738,45029,2025-11-06 14:55:41
4621,100362,2025-03-25,debit,17196,27833,2025-07-28 14:55:41
4622,100362,2025-08-25,credit,15129,42962,2025-08-23 14:55:41
4623,100362,2025-03-07,credit,12518,55480,2025-09-24 14:55:41
4624,100362,2025-10-16,credit,10592,66072,2025-08-31 14:55:41
4625,100362,2025-09-11,,--,--,2025-12-07 14:55:41
4626,100362,2025-04-23,debit,18398,--,2025-12-05 14:55:41
4627,100363,2025-02-23,,6746,49241,2025-11-04 14:55:41
4628,100363,2025-12-12,credit,17931,67172,2025-12-06 14:55:41
4629,100363,2025-12-24,credit,2112,69284,2025-09-11 14:55:41
4630,100363,2025-03-03,credit,9756,79040,2025-09-20 14:55:41
4631,100363,2025-01-15,credit,3395,82435,2025-09-18 14:55:41
4632,100363,2025-04-21,debit,13827,68608,2025-07-13 14:55:41
4633,100363,02/11/2025,,12677,"68,608",2025-10-26 14:55:41
4634,100363,2025-03-21,credit,16870,85478,2025-09-08 14:55:41
4635,100363,2025-10-20,debit,1484,83994,2025-08-22 14:55:41
4636,100363,2025-12-23,debit,"1,986",82008,2025-09-24 14:55:41
4637,100363,2025-11-09,,15726,82008,2025-07-21 14:55:41
4638,100363,2025-03-08,credit,11220,93228,2025-12-01 14:55:41
4639,100363,2025-03-29,debit,9017,84211,2026-01-14 14:55:41
4640,100363,2025-01-08,debit,"₹19,093",65118,2025-12-10 14:55:41
4641,100363,2025-07-13,debit,16090,49028,2025-11-27 14:55:41
4642,100364,2025-04-04,debit,16021,12911,2026-01-08 14:55:41
4643,100364,2025-08-28,,4663,12911,2025-11-23 14:55:41
4644,100364,2025-05-28,,"11,860",12911,2025-08-14 14:55:41
4645,100364,2025-06-21,credit,10846,23757,2025-12-03 14:55:41
4646,100364,2025-10-04,credit,"10,948",34705,2025-10-18 14:55:41
4647,100364,2025-02-12,,16177,34705,2025-08-11 14:55:41
4648,100364,2025-10-05,,1713,34705,2025-11-11 14:55:41
4649,100364,2025-12-11,,3637,--,2026-01-01 14:55:41
4650,100364,2025-01-19,,8810,34705,2025-07-27 14:55:41
4651,100364,2025-07-24,credit,"6,083",40788,2025-10-24 14:55:41
4652,100364,2025-06-14,credit,15690,56478,2025-09-30 14:55:41
4653,100364,2025-09-22,,1613,56478,2025-09-10 14:55:41
4654,100364,2025-05-28,,N/A,56478,2025-09-09 14:55:41
4655,100364,2025-06-01,debit,15318,"41,160",2025-07-04 14:55:41
4656,100364,2025-06-26,,11317,41160,2025-10-03 14:55:41
4657,100364,2025-04-30,credit,15483,"56,643",2025-09-30 14:55:41
4658,100364,2025-09-01,debit,1879,54764,2025-10-10 14:55:41
4659,100365,2025-01-31,debit,4321,"32,057",2025-10-08 14:55:41
4660,100365,2025-02-23,debit,9295,22762,2025-10-30 14:55:41
4661,100365,2025-04-14,credit,8023,30785,2025-07-16 14:55:41
4662,100365,2025-04-28,,3113,30785,2025-08-23 14:55:41
4663,100365,2025-09-15,,5896,30785,2025-11-12 14:55:41
4664,100365,2025-13-40,,"3,072",30785,2026-01-07 14:55:41
4665,100365,2025-03-28,,13901,"30,785",2025-10-06 14:55:41
4666,100366,2025-11-17,,19216,46486,2025-07-02 14:55:41
4667,100366,2025-01-03,credit,--,"56,352",2025-08-24 14:55:41
4668,100366,2025-04-15,debit,6844,--,2025-08-19 14:55:41
4669,100366,2025-07-23,,13122,49508,2025-11-24 14:55:41
4670,100366,2025-02-27,,1787,"₹49,508",2025-11-03 14:55:41
4671,100366,2025-13-40,,7443,49508,2025-10-27 14:55:41
4672,100366,2025-10-09,credit,3318,52826,2025-11-21 14:55:41
4673,100366,2025-09-14,debit,5871,"46,955",2025-08-07 14:55:41
4674,100366,2025-06-29,credit,9970,56925,2025-07-26 14:55:41
4675,100366,2025-04-07,credit,15072,"₹71,997",2026-01-09 14:55:41
4676,100366,2025-09-28,debit,13737,58260,2025-12-31 14:55:41
4677,100366,2025-12-04,,18770,58260,2025-10-27 14:55:41
4678,100366,2025-06-23,,"12,171",58260,2025-07-15 14:55:41
4679,100366,2025-06-23,,9701,58260,2025-12-11 14:55:41
4680,100367,2025-03-13,credit,,8207,2025-07-11 14:55:41
4681,100367,2025-01-13,debit,4506,3701,2025-10-05 14:55:41
4682,100367,2025-11-09,debit,"11,789",0,2025-11-02 14:55:41
4683,100367,2025-12-14,debit,14403,N/A,2025-07-10 14:55:41
4684,100367,2025-05-18,debit,"3,300",0,2025-07-14 14:55:41
4685,100367,2025-04-22,,13683,0,2025-07-28 14:55:41
4686,100367,2025-09-11,credit,8075,0,2025-08-27 14:55:41
4687,100368,2025-08-26,debit,,1668,2026-01-16 14:55:41
4688,100368,2025-08-18,debit,4451,0,2025-09-22 14:55:41
4689,100368,08/06/2025,credit,18500,15717,2025-10-23 14:55:41
4690,100368,2025-04-18,debit,17550,0,2025-11-19 14:55:41
4691,100368,2025-02-07,debit,13662,0,2026-01-03 14:55:41
4692,100368,2025-06-18,,"9,871",--,2025-09-13 14:55:41
4693,100368,24/01/2025,credit,842,0,2025-09-01 14:55:41
4694,100368,2025-10-26,,"8,110",,2025-07-15 14:55:41
4695,100368,2025-09-05,debit,16709,0,2025-12-07 14:55:41
4696,100368,2025-08-27,debit,12984,0,2025-11-03 14:55:41
4697,100368,2025-03-15,,5947,0,2025-12-15 14:55:41
4698,100368,2025-08-15,debit,N/A,0,2025-08-14 14:55:41
4699,100368,2025-07-02,credit,"₹6,455",0,2025-11-05 14:55:41
4700,100368,13/01/2025,,7487,0,2025-11-14 14:55:41
4701,100368,2025-10-30,credit,17152,0,2025-09-14 14:55:41
4702,100369,2025-04-23,,15501,14374,2026-01-02 14:55:41
4703,100369,2025-08-12,debit,"₹17,773",0,2025-08-09 14:55:41
4704,100369,2025-11-16,,2422,0,2025-08-07 14:55:41
4705,100369,2025-09-10,,10708,0,2025-08-06 14:55:41
4706,100369,2025-03-07,,N/A,0,2025-09-22 14:55:41
4707,100369,2025-06-13,debit,2774,0,2026-01-06 14:55:41
4708,100369,04/06/2025,,18058,0,2025-12-22 14:55:41
4709,100369,2025-10-13,,"1,101",0,2026-01-15 14:55:41
4710,100369,07/04/2025,debit,"₹16,813",--,2025-12-01 14:55:41
4711,100369,2025-01-26,debit,2466,0,2025-10-22 14:55:41
4712,100369,2025-06-21,credit,13486,0,2025-11-02 14:55:41
4713,100369,2025-02-13,,240,0,2025-07-23 14:55:41
4714,100369,2025-05-08,credit,11344,₹0,2026-01-08 14:55:41
4715,100369,2025-04-15,debit,16869,0,2025-11-26 14:55:41
4716,100369,2025-02-12,debit,"4,711",0,2025-10-08 14:55:41
4717,100369,2025-02-05,credit,17403,0,2025-08-26 14:55:41
4718,100370,2025-01-12,,10668,"₹23,925",2025-12-24 14:55:41
4719,100370,2025-05-31,debit,316,23609,2025-10-18 14:55:41
4720,100370,2025-01-12,debit,9319,14290,2025-12-20 14:55:41
4721,100370,2025-12-17,debit,4456,9834,2025-11-03 14:55:41
4722,100370,2025-05-01,,"9,422",,2025-09-27 14:55:41
4723,100370,2025-05-10,,11561,9834,2025-12-07 14:55:41
4724,100370,2025-09-06,debit,389,9445,2025-12-16 14:55:41
4725,100370,2025-08-19,,6489,9445,2025-12-17 14:55:41
4726,100370,2025-10-30,credit,13490,,2025-07-07 14:55:41
4727,100370,2025-04-10,credit,13827,36762,2025-07-27 14:55:41
4728,100370,2025-05-13,credit,11068,47830,2025-09-22 14:55:41
4729,100371,2025-12-20,debit,"₹18,730",0,2025-09-09 14:55:41
4730,100371,2025-12-01,,6551,0,2026-01-11 14:55:41
4731,100371,2025-04-05,debit,14812,N/A,2025-09-14 14:55:41
4732,100371,2025-04-24,debit,511,0,2025-12-13 14:55:41
4733,100371,2025-02-13,,5448,0,2025-11-24 14:55:41
4734,100371,2025-05-25,credit,1747,0,2025-10-14 14:55:41
4735,100371,2025-04-19,debit,"₹1,277",0,2025-11-28 14:55:41
4736,100371,2025-08-02,,N/A,0,2025-11-01 14:55:41
4737,100371,2025-11-08,,15916,₹0,2025-08-06 14:55:41
4738,100371,2025-06-01,debit,--,0,2025-10-29 14:55:41
4739,100371,2025-03-22,,7048,0,2025-10-02 14:55:41
4740,100371,2025-05-06,debit,6254,0,2025-12-20 14:55:41
4741,100371,2025-03-31,debit,15416,0,2025-12-30 14:55:41
4742,100371,2025-12-13,debit,1235,0,2025-12-24 14:55:41
4743,100371,2025-08-07,debit,9162,0,2025-11-27 14:55:41
4744,100372,2025-08-01,credit,18722,43688,2025-10-24 14:55:41
4745,100372,2025-03-21,credit,7201,50889,2025-08-25 14:55:41
4746,100372,2025-07-30,,12128,50889,2025-11-23 14:55:41
4747,100372,2025-06-03,debit,3398,47491,2025-07-03 14:55:41
4748,100372,2025-10-29,credit,12377,59868,2025-09-18 14:55:41
4749,100372,2025-06-24,,5428,59868,2025-10-09 14:55:41
4750,100372,2025-09-22,debit,14869,44999,2025-09-28 14:55:41
4751,100372,2025-08-20,credit,"112,425","157,424",2025-11-14 14:55:41
4752,100372,2025-12-07,,4888,157424,2025-07-06 14:55:41
4753,100372,2025-01-31,,3932,157424,2026-01-12 14:55:41
4754,100372,2025-05-21,credit,19128,176552,2025-07-23 14:55:41
4755,100372,2025-11-22,debit,4177,172375,2025-12-12 14:55:41
4756,100372,2025-06-09,credit,9920,182295,2025-09-11 14:55:41
4757,100373,2025-08-25,credit,18536,62117,2025-12-26 14:55:41
4758,100373,2025-03-02,credit,1169,63286,2025-07-07 14:55:41
4759,100373,2025-03-20,,11956,63286,2025-12-03 14:55:41
4760,100373,2025-04-28,credit,"11,175",74461,2025-11-10 14:55:41
4761,100373,2025-13-40,,19144,74461,2025-07-30 14:55:41
4762,100373,2025-07-19,debit,5105,69356,2025-11-07 14:55:41
4763,100373,2025-09-16,debit,13254,56102,2025-07-06 14:55:41
4764,100373,2025-12-23,debit,"2,685",53417,2025-08-16 14:55:41
4765,100373,2025-04-16,debit,"₹1,587",51830,2025-07-19 14:55:41
4766,100373,2025-04-19,debit,3121,48709,2026-01-03 14:55:41
4767,100373,2025-08-30,credit,14370,63079,2025-09-11 14:55:41
4768,100374,2025-01-28,,"₹14,310",49395,2025-09-08 14:55:41
4769,100374,2025-11-20,debit,"₹13,468",35927,2025-07-07 14:55:41
4770,100374,2025-08-15,,19970,35927,2025-11-23 14:55:41
4771,100374,2025-01-23,credit,13003,48930,2026-01-12 14:55:41
4772,100374,2025-10-06,,13211,48930,2025-11-05 14:55:41
4773,100374,2025-04-08,debit,,31198,2025-12-30 14:55:41
4774,100375,2025-10-07,credit,15145,"₹51,413",2025-10-04 14:55:41
4775,100375,2025-06-18,debit,10604,40809,2025-07-21 14:55:41
4776,100375,2025-03-01,credit,4884,45693,2025-11-06 14:55:41
4777,100375,2025-04-05,credit,2056,47749,2026-01-10 14:55:41
4778,100375,2025-10-04,debit,18642,"29,107",2025-12-04 14:55:41
4779,100375,2025-06-22,debit,18840,10267,2025-10-21 14:55:41
4780,100375,2025-02-12,credit,19872,30139,2025-12-31 14:55:41
4781,100375,2025-13-40,credit,9565,"39,704",2025-10-27 14:55:41
4782,100375,2025-08-31,,"9,922",39704,2025-09-02 14:55:41
4783,100375,31/07/2025,,14045,"₹39,704",2025-11-21 14:55:41
4784,100375,2025-10-09,credit,831,N/A,2025-09-28 14:55:41
4785,100375,2025-04-13,,13457,40535,2025-08-15 14:55:41
4786,100375,2025-07-07,debit,3058,37477,2026-01-15 14:55:41
4787,100375,10/11/2025,,--,37477,2025-11-18 14:55:41
4788,100375,2025-11-15,debit,16734,20743,2025-11-25 14:55:41
4789,100376,2025-02-03,credit,18535,"22,281",2025-12-11 14:55:41
4790,100376,2025-03-15,,16509,22281,2025-07-07 14:55:41
4791,100376,2025-03-06,credit,16877,39158,2025-11-15 14:55:41
4792,100376,2025-03-13,debit,"19,799",19359,2025-07-10 14:55:41
4793,100376,2025-03-22,credit,19328,"38,687",2025-09-27 14:55:41
4794,100376,2025-11-03,credit,547,39234,2025-12-04 14:55:41
4795,100376,2025-05-04,debit,3172,36062,2026-01-06 14:55:41
4796,100376,2025-12-19,debit,6863,29199,2025-11-06 14:55:41
4797,100376,2025-10-09,debit,15536,13663,2025-09-19 14:55:41
4798,100377,2025-04-07,,13865,47000,2025-07-20 14:55:41
4799,100377,2025-02-16,credit,3263,50263,2025-12-10 14:55:41
4800,100377,2025-11-01,,6065,50263,2025-10-26 14:55:41
4801,100377,2025-06-14,credit,16748,67011,2025-10-16 14:55:41
4802,100377,2025-10-17,credit,12435,79446,2025-12-26 14:55:41
4803,100377,2025-01-09,debit,4321,75125,2025-09-27 14:55:41
4804,100377,2025-08-15,debit,--,70768,2025-12-19 14:55:41
4805,100377,2025-12-15,credit,"10,738",81506,2025-09-17 14:55:41
4806,100377,2025-01-09,credit,4851,N/A,2026-01-11 14:55:41
4807,100377,2025-08-29,debit,2909,83448,2025-09-04 14:55:41
4808,100377,2025-09-18,debit,1370,82078,2025-07-19 14:55:41
4809,100377,2025-02-28,,16682,82078,2025-11-05 14:55:41
4810,100377,2025-11-18,debit,7822,"74,256",2026-01-06 14:55:41
4811,100377,2025-13-40,debit,18141,56115,2025-10-22 14:55:41
4812,100377,2025-08-10,credit,19936,"76,051",2025-08-18 14:55:41
4813,100377,2025-02-03,,8440,76051,2025-08-13 14:55:41
4814,100377,24/12/2025,,12685,76051,2025-08-02 14:55:41
4815,100377,2025-03-23,credit,519,76570,2025-07-29 14:55:41
4816,100377,2025-12-24,credit,"14,942",91512,2025-10-08 14:55:41
4817,100378,2025-07-10,,"₹3,457","₹45,778",2025-07-15 14:55:41
4818,100378,2025-09-18,credit,9196,"54,974",2025-10-02 14:55:41
4819,100378,2025-02-22,,1221,"₹54,974",2025-11-17 14:55:41
4820,100378,2025-11-08,,--,54974,2025-08-13 14:55:41
4821,100378,2025-06-15,credit,3533,58507,2025-12-23 14:55:41
4822,100378,2025-12-06,credit,8568,"67,075",2025-08-24 14:55:41
4823,100378,2025-12-30,debit,17885,"49,190",2025-09-18 14:55:41
4824,100378,2025-05-18,credit,17584,66774,2025-11-12 14:55:41
4825,100378,2025-04-29,debit,2856,63918,2025-10-30 14:55:41
4826,100378,2025-11-23,debit,19382,"44,536",2025-07-20 14:55:41
4827,100378,2025-05-28,debit,15546,28990,2025-07-11 14:55:41
4828,100379,2025-06-28,debit,2838,0,2025-10-19 14:55:41
4829,100379,2025-04-08,,7770,0,2025-08-25 14:55:41
4830,100379,2025-09-20,credit,12951,11488,2025-11-26 14:55:41
4831,100379,2025-05-16,,570,"11,488",2025-07-26 14:55:41
4832,100379,2025-04-25,,,11488,2025-09-20 14:55:41
4833,100379,2025-08-13,credit,2554,14042,2025-11-05 14:55:41
4834,100379,2025-13-40,debit,7188,6854,2025-10-19 14:55:41
4835,100379,2025-09-22,credit,7710,"14,564",2025-11-19 14:55:41
4836,100379,2025-12-02,credit,19245,33809,2025-12-12 14:55:41
4837,100380,2025-07-15,credit,"₹11,625",32782,2025-11-24 14:55:41
4838,100380,2025-11-21,,"17,992",--,2025-07-06 14:55:41
4839,100380,2025-13-40,debit,2184,"₹30,598",2025-11-04 14:55:41
4840,100380,2025-07-15,debit,11434,19164,2025-11-18 14:55:41
4841,100380,2025-05-08,credit,1154,20318,2025-10-26 14:55:41
4842,100380,2025-02-18,debit,7921,12397,2025-11-10 14:55:41
4843,100380,2025-01-25,,18982,12397,2025-08-06 14:55:41
4844,100380,2025-02-04,,"₹6,815",12397,2025-07-17 14:55:41
4845,100381,2025-04-30,credit,N/A,18925,2025-07-05 14:55:41
4846,100381,2025-06-28,,13003,18925,2025-08-05 14:55:41
4847,100381,2025-08-22,,"3,829",18925,2025-07-09 14:55:41
4848,100381,2025-04-08,,"₹14,250",18925,2025-12-21 14:55:41
4849,100381,2025-09-21,credit,14873,33798,2025-08-22 14:55:41
4850,100381,2025-11-07,credit,12371,46169,2025-11-19 14:55:41
4851,100381,2025-04-15,debit,N/A,38413,2025-08-04 14:55:41
4852,100381,2025-11-09,debit,"17,581",20832,2025-10-09 14:55:41
4853,100381,2025-05-04,credit,1828,22660,2025-11-11 14:55:41
4854,100381,2025-11-06,credit,13169,,2025-11-15 14:55:41
4855,100381,2025-03-28,,,35829,2025-08-21 14:55:41
4856,100381,2025-11-11,,13017,N/A,2025-07-20 14:55:41
4857,100381,2025-06-23,debit,5568,30261,2025-10-04 14:55:41
4858,100381,2025-02-12,,17848,30261,2025-12-26 14:55:41
4859,100381,2025-02-04,,3222,"₹30,261",2025-08-06 14:55:41
4860,100381,2025-08-19,debit,"19,523",10738,2025-07-05 14:55:41
4861,100381,2025-04-27,credit,14697,25435,2025-09-28 14:55:41
4862,100381,2025-07-25,credit,9153,34588,2026-01-08 14:55:41
4863,100382,2025-12-30,credit,"18,404",33022,2025-10-16 14:55:41
4864,100382,2025-04-25,,6265,33022,2025-10-11 14:55:41
4865,100382,2025-11-27,,17434,"₹33,022",2025-07-26 14:55:41
4866,100382,2025-13-40,,15347,33022,2026-01-17 14:55:41
4867,100382,2025-06-01,debit,8753,--,2025-08-05 14:55:41
4868,100382,2025-12-01,credit,12912,37181,2026-01-07 14:55:41
4869,100382,2025-10-22,credit,18861,56042,2025-07-14 14:55:41
4870,100382,2025-13-40,debit,7758,"₹48,284",2026-01-15 14:55:41
4871,100382,2025-08-21,debit,"12,251","₹36,033",2025-09-09 14:55:41
4872,100382,2025-09-15,,1867,36033,2026-01-16 14:55:41
4873,100383,2025-01-08,debit,16038,24102,2025-10-07 14:55:41
4874,100383,2025-13-40,credit,"12,444","36,546",2025-08-06 14:55:41
4875,100383,2025-10-16,credit,4943,41489,2025-12-27 14:55:41
4876,100383,2025-08-01,debit,3230,38259,2025-10-06 14:55:41
4877,100383,2025-09-13,credit,9988,N/A,2025-11-28 14:55:41
4878,100383,12/12/2025,,17306,N/A,2025-08-17 14:55:41
4879,100383,2025-07-28,debit,19074,29173,2025-10-29 14:55:41
4880,100383,2025-05-16,credit,15175,44348,2025-08-12 14:55:41
4881,100383,2025-05-19,debit,10927,33421,2025-09-19 14:55:41
4882,100383,2025-13-40,credit,"14,271",47692,2026-01-06 14:55:41
4883,100383,2025-13-40,debit,18847,"28,845",2026-01-14 14:55:41
4884,100383,2025-05-09,,"₹14,293","₹28,845",2025-12-02 14:55:41
4885,100383,2025-11-06,debit,3523,25322,2025-08-10 14:55:41
4886,100383,2025-01-13,credit,12030,37352,2025-11-30 14:55:41
4887,100383,2025-07-27,debit,8751,28601,2025-10-03 14:55:41
4888,100383,2025-10-15,credit,14022,42623,2025-12-03 14:55:41
4889,100383,2025-09-20,,15996,42623,2025-11-29 14:55:41
4890,100383,2025-02-21,debit,6638,35985,2025-10-16 14:55:41
4891,100383,2025-10-24,,9703,35985,2025-08-23 14:55:41
4892,100383,09/10/2025,credit,18287,"54,272",2025-08-22 14:55:41
4893,100384,2025-02-24,credit,14035,58083,2025-09-03 14:55:41
4894,100384,2025-08-29,,"10,492","₹58,083",2025-09-16 14:55:41
4895,100384,2025-01-21,debit,6461,"51,622",2025-07-24 14:55:41
4896,100384,2025-06-25,credit,8447,60069,2025-08-25 14:55:41
4897,100384,2025-08-26,,,"60,069",2025-11-13 14:55:41
4898,100384,2025-04-11,credit,13891,73960,2026-01-15 14:55:41
4899,100384,2025-03-11,credit,"4,822",78782,2025-10-10 14:55:41
4900,100384,2025-07-13,credit,6425,"85,207",2025-12-06 14:55:41
4901,100385,2025-08-14,,9462,19659,2025-12-27 14:55:41
4902,100385,2025-05-10,credit,"11,123",30782,2025-11-21 14:55:41
4903,100385,2025-10-26,debit,18957,11825,2025-12-19 14:55:41
4904,100385,2025-01-26,credit,10931,22756,2025-09-06 14:55:41
4905,100385,2025-03-06,debit,5313,17443,2025-10-25 14:55:41
4906,100385,2025-04-28,credit,12779,30222,2025-10-28 14:55:41
4907,100385,2025-10-11,,19162,30222,2025-07-06 14:55:41
4908,100386,2025-05-11,,"10,748",3000,2025-09-12 14:55:41
4909,100386,2025-06-03,credit,1342,4342,2025-08-24 14:55:41
4910,100386,2025-03-02,,14671,4342,2025-09-12 14:55:41
4911,100386,2025-05-05,credit,"12,632",16974,2025-07-15 14:55:41
4912,100386,2025-10-02,debit,13936,3038,2025-09-04 14:55:41
4913,100386,2025-07-30,,11623,"₹3,038",2025-08-18 14:55:41
4914,100386,2025-04-20,credit,13232,16270,2025-10-23 14:55:41
4915,100386,2025-02-24,credit,8987,25257,2025-07-26 14:55:41
4916,100386,2025-02-05,credit,9048,34305,2025-09-24 14:55:41
4917,100386,2025-06-14,,11920,34305,2025-09-07 14:55:41
4918,100386,2025-11-05,,"1,638",34305,2025-09-04 14:55:41
4919,100386,2025-11-08,,19139,34305,2026-01-17 14:55:41
4920,100386,2025-03-17,debit,"19,198",15107,2025-07-28 14:55:41
4921,100386,2025-02-24,,"17,448",15107,2025-09-12 14:55:41
4922,100386,2025-10-01,,"3,162",15107,2025-10-10 14:55:41
4923,100386,2025-08-28,debit,2186,12921,2025-12-23 14:55:41
4924,100386,2025-03-16,,"₹14,908",12921,2025-12-13 14:55:41
4925,100386,2025-09-25,,16887,12921,2025-12-28 14:55:41
4926,100386,2025-09-07,debit,"₹6,010","6,911",2025-10-26 14:55:41
4927,100387,29/11/2025,,11685,,2025-07-25 14:55:41
4928,100387,2025-10-02,credit,315,21633,2025-09-14 14:55:41
4929,100387,2025-11-15,,11172,,2025-11-30 14:55:41
4930,100387,2025-03-31,credit,10281,,2025-11-01 14:55:41
4931,100387,2025-02-23,credit,2668,34582,2025-11-26 14:55:41
4932,100387,2025-06-09,credit,13305,"47,887",2025-11-14 14:55:41
4933,100387,2025-03-24,,14446,47887,2025-08-14 14:55:41
4934,100387,15/09/2025,,6794,"47,887",2025-07-11 14:55:41
4935,100387,2025-09-18,debit,6445,41442,2025-09-19 14:55:41
4936,100387,2025-01-19,credit,10171,51613,2025-07-21 14:55:41
4937,100387,2025-12-25,credit,4440,56053,2025-07-25 14:55:41
4938,100387,2025-05-25,credit,11139,--,2025-11-11 14:55:41
4939,100387,2025-11-17,debit,18919,48273,2025-09-14 14:55:41
4940,100388,2025-09-10,credit,8579,25905,2025-11-15 14:55:41
4941,100388,2025-06-07,credit,13091,,2025-10-08 14:55:41
4942,100388,2025-03-19,debit,"8,467",30529,2025-07-31 14:55:41
4943,100388,2025-07-16,credit,"14,273",44802,2025-07-29 14:55:41
4944,100388,2025-03-22,debit,N/A,--,2025-11-09 14:55:41
4945,100388,2025-01-26,debit,"₹9,934","₹16,306",2025-10-29 14:55:41
4946,100388,2025-08-06,credit,13147,,2025-12-07 14:55:41
4947,100388,2025-07-22,debit,534,"28,919",2025-07-21 14:55:41
4948,100388,2025-09-29,credit,15345,44264,2025-09-19 14:55:41
4949,100389,2025-04-02,debit,5733,--,2025-09-14 14:55:41
4950,100389,2025-02-25,credit,16736,31999,2025-08-29 14:55:41
4951,100389,2025-11-09,,19870,31999,2025-07-24 14:55:41
4952,100389,2025-07-29,,18269,31999,2025-11-03 14:55:41
4953,100389,2025-10-15,debit,N/A,16326,2025-11-10 14:55:41
4954,100389,2025-01-17,debit,"5,433",10893,2025-11-29 14:55:41
4955,100389,2025-12-25,,"13,941",10893,2025-12-16 14:55:41
4956,100389,2025-09-06,,13998,"10,893",2025-08-22 14:55:41
4957,100389,2025-03-13,credit,N/A,16039,2025-07-05 14:55:41
4958,100389,2025-10-15,credit,7029,23068,2025-11-27 14:55:41
4959,100390,2025-11-30,credit,"5,530",30478,2025-11-22 14:55:41
4960,100390,2025-07-02,,12123,30478,2025-10-29 14:55:41
4961,100390,2025-01-13,,,30478,2025-10-29 14:55:41
4962,100390,2025-11-26,debit,7118,23360,2025-09-09 14:55:41
4963,100390,2025-03-22,debit,"₹16,227",7133,2025-07-31 14:55:41
4964,100390,2025-03-25,,6161,7133,2025-10-20 14:55:41
4965,100390,2025-12-04,,3296,7133,2025-10-16 14:55:41
4966,100390,2025-12-13,,6361,"7,133",2025-11-22 14:55:41
4967,100390,2025-07-14,debit,N/A,0,2025-11-03 14:55:41
4968,100390,2025-08-10,debit,18132,0,2026-01-01 14:55:41
4969,100390,2025-06-19,debit,"13,272",0,2025-10-31 14:55:41
4970,100390,2025-07-10,debit,,0,2025-09-19 14:55:41
4971,100391,2025-11-16,debit,3343,41963,2025-09-01 14:55:41
4972,100391,2025-03-19,debit,19813,22150,2026-01-14 14:55:41
4973,100391,2025-10-29,,14203,22150,2025-12-09 14:55:41
4974,100391,2025-05-31,debit,13030,9120,2025-08-29 14:55:41
4975,100391,2025-06-02,debit,"7,616",1504,2025-11-01 14:55:41
4976,100391,2025-10-23,debit,11579,0,2026-01-01 14:55:41
4977,100391,07/08/2025,,15010,₹0,2025-10-01 14:55:41
4978,100391,2025-11-30,credit,4299,0,2025-10-06 14:55:41
4979,100391,2025-02-17,debit,9508,0,2025-09-06 14:55:41
4980,100391,2025-12-23,debit,12208,0,2025-12-28 14:55:41
4981,100392,2025-04-28,debit,"₹1,476",22880,2025-07-04 14:55:41
4982,100392,27/06/2025,credit,3052,25932,2025-11-07 14:55:41
4983,100392,2025-01-27,credit,"₹4,063",29995,2025-08-13 14:55:41
4984,100392,2025-08-04,debit,5526,24469,2025-11-17 14:55:41
4985,100392,2025-04-03,debit,N/A,17455,2025-11-29 14:55:41
4986,100392,2025-09-15,credit,"4,339",21794,2025-10-01 14:55:41
4987,100392,2025-07-10,debit,19365,,2025-12-08 14:55:41
4988,100392,2025-10-07,credit,19435,"21,864",2025-11-08 14:55:41
4989,100392,2025-09-08,,"3,722",21864,2025-12-06 14:55:41
4990,100392,2025-04-14,credit,1234,23098,2025-10-24 14:55:41
4991,100392,2025-03-19,credit,,27426,2025-07-17 14:55:41
4992,100392,2025-09-03,,"₹15,003",27426,2025-08-02 14:55:41
4993,100392,19/04/2025,debit,122900,0,2025-12-04 14:55:41
4994,100392,2025-09-14,credit,9394,0,2025-08-01 14:55:41
4995,100392,2025-12-11,,4160,0,2025-12-21 14:55:41
4996,100392,2025-01-22,debit,12965,0,2025-08-15 14:55:41
4997,100392,2025-12-13,,3347,0,2025-10-01 14:55:41
4998,100392,2025-12-27,credit,--,0,2026-01-01 14:55:41
4999,100392,2025-03-14,credit,7986,0,2025-11-18 14:55:41
5000,100392,2025-05-15,debit,18243,0,2025-07-08 14:55:41
5001,100393,2025-12-24,debit,10095,7948,2025-10-30 14:55:41
5002,100393,2025-02-28,,15505,"7,948",2025-10-08 14:55:41
